refcat,m2,label,destacar,multipoligono
4719738UK5341N,1242,38,si,no
4722401UK5342S,1299,01,si,no
4722402UK5342S,1175,02,si,no
4722403UK5342S,1072,03,si,no
4722404UK5342S,1196,04,si,no
4722405UK5342S,1178,05,si,no
4722406UK5342S,1159,06,si,no
4722407UK5342S,1098,07,si,no
4722408UK5342S,1182,08,si,no
4722409UK5342S,1232,09,si,no
4722410UK5342S,1285,10,si,no
4722411UK5342S,1438,11,si,no
4722412UK5342S,1281,12,si,no
4722413UK5342S,1254,13,si,no
4722414UK5342S,1082,14,si,no
4722415UK5342S,1527,15,si,no
4722416UK5342S,1900,16,si,no
4722417UK5342S,1929,17,si,no
4722418UK5342S,4774,18,si,no
4722419UK5342S,1219,19,si,no
4722420UK5342S,1180,20,si,no
4722421UK5342S,1262,21,si,no
4722422UK5342S,1422,22,si,no
4722423UK5342S,1315,23,si,no
4722424UK5342S,1377,24,si,no
4722425UK5342S,1306,25,si,no
4722426UK5342S,1286,26,si,no
4722427UK5342S,1356,27,si,no
4722428UK5342S,1251,28,si,no
4722429UK5342S,1208,29,si,no
4722430UK5342S,1280,30,si,no
4722431UK5342S,1311,31,si,no
4722432UK5342S,1267,32,si,no
4722433UK5342S,1247,33,si,no
4722434UK5342S,1732,34,si,no
4722435UK5342S,1480,35,si,no
4722436UK5342S,1403,36,si,no
4722437UK5342S,1378,37,si,no
4722438UK5342S,1487,38,si,no
4722439UK5342S,1485,39,si,no
4722440UK5342S,1537,40,si,no
4722441UK5342S,1683,41,si,no
4722442UK5342S,1542,42,si,no
4722443UK5342S,1574,43,si,no
4722444UK5342S,1406,44,si,no
4722445UK5342S,1582,45,si,no
4722446UK5342S,1765,46,si,no
4722447UK5342S,1156,47,si,no
4722448UK5342S,1191,48,si,no
4722449UK5342S,1016,49,si,no
4722450UK5342S,1307,50,si,no
4722451UK5342S,1171,51,si,no
4722452UK5342S,1154,52,si,no
4722453UK5342S,1195,53,si,no
4722454UK5342S,1212,54,si,no
4722455UK5342S,1153,55,si,no
4722456UK5342S,1061,56,si,no
4722457UK5342S,1456,57,si,no
4816801UK5341N,1124,01,si,no
4816802UK5341N,1104,02,si,no
4816803UK5341N,1517,03,si,no
4816804UK5341N,2970,04,si,no
4816805UK5341N,1185,05,si,no
4816806UK5341N,1219,06,si,no
4816807UK5341N,1172,07,si,no
4816809UK5341N,1434,09,si,no
4816810UK5341N,1290,10,si,no
4816811UK5341N,983,11,si,no
4816812UK5341N,987,12,si,no
4816813UK5341N,1155,13,si,no
4816814UK5341N,983,14,si,no
4816815UK5341N,1111,15,si,no
4816816UK5341N,1060,16,si,no
4816817UK5341N,1118,17,si,no
4816818UK5341N,1104,18,si,no
4816819UK5341N,1095,19,si,no
4816820UK5341N,1201,20,si,no
4816821UK5341N,1059,21,si,no
4816822UK5341N,1139,22,si,no
4819801UK5341N,3408,01,si,no
4819802UK5341N,4124,02,si,no
4819803UK5341N,4171,03,si,no
4819804UK5341N,3650,04,si,no
4819805UK5341N,3707,05,si,no
4819806UK5341N,3295,06,si,no
4819807UK5341N,4384,07,si,no
4820916UK5342S,2807,16,si,no
4820917UK5342S,792,17,si,no
4820938UK5342S,2122,38,si,no
4820956UK5342S,2110,56,si,no
4820965UK5342S,1002,65,si,no
4820966UK5342S,1003,66,si,no
4820967UK5342S,2086,67,si,no
4820968UK5342S,932,68,si,no
4820969UK5342S,920,69,si,no
4820970UK5342S,920,70,si,no
4820971UK5342S,920,71,si,no
4821301UK5342S,1422,01,si,no
4821302UK5342S,1113,02,si,no
4821303UK5342S,1383,03,si,no
4821304UK5342S,779,04,si,no
4821305UK5342S,1218,05,si,no
4821306UK5342S,1132,06,si,no
4821307UK5342S,1226,07,si,no
4821308UK5342S,1171,08,si,no
4821309UK5342S,1210,09,si,no
4821310UK5342S,1222,10,si,no
4821311UK5342S,1282,11,si,no
4821312UK5342S,1397,12,si,no
4821313UK5342S,1530,13,si,no
4821314UK5342S,1474,14,si,no
4821315UK5342S,1462,15,si,no
4821316UK5342S,1407,16,si,no
4821317UK5342S,1398,17,si,no
4821318UK5342S,1477,18,si,no
4821319UK5342S,1314,19,si,no
4821320UK5342S,1271,20,si,no
4821321UK5342S,1565,21,si,no
4821322UK5342S,1626,22,si,no
4821323UK5342S,1566,23,si,no
4821325UK5342S,779,25,si,no
4824401UK5342S,996,01,si,no
4824402UK5342S,992,02,si,no
4824403UK5342S,1005,03,si,no
4915901UK5341N,1114,01,si,no
4915902UK5341N,975,02,si,no
4915903UK5341N,1042,03,si,no
4915904UK5341N,941,04,si,no
4915905UK5341N,1124,05,si,no
4915906UK5341N,1051,06,si,no
4915907UK5341N,1013,07,si,no
4916901UK5341N,1080,01,si,no
4916902UK5341N,1240,02,si,no
4916903UK5341N,1197,03,si,no
4916904UK5341N,1207,04,si,no
4917501UK5341N,2393,01,si,no
4917502UK5341N,1110,02,si,no
4917503UK5341N,1079,03,si,no
4917504UK5341N,1042,04,si,no
4917601UK5341N,1000,01,si,no
4917602UK5341N,1179,02,si,no
4917603UK5341N,1130,03,si,no
4917604UK5341N,1145,04,si,no
4917605UK5341N,1187,05,si,no
4917606UK5341N,1209,06,si,no
4918801UK5341N,1047,01,si,no
4918802UK5341N,1352,02,si,no
4918803UK5341N,1284,03,si,no
4918804UK5341N,1173,04,si,no
4918805UK5341N,1091,05,si,no
4918806UK5341N,1311,06,si,no
4918807UK5341N,1120,07,si,no
4918808UK5341N,1039,08,si,no
4918809UK5341N,1066,09,si,no
4918810UK5341N,980,10,si,no
4918811UK5341N,927,11,si,no
4918812UK5341N,994,12,si,no
4918813UK5341N,1015,13,si,no
4918814UK5341N,1227,14,si,no
4918815UK5341N,1020,15,si,no
4918816UK5341N,1101,16,si,no
4918817UK5341N,1330,17,si,no
4918818UK5341N,1524,18,si,no
4918819UK5341N,1209,19,si,no
4918820UK5341N,1224,20,si,no
4920601UK5342S,1597,01,si,no
4920602UK5342S,1298,02,si,no
4920603UK5342S,1055,03,si,no
4920604UK5342S,1286,04,si,no
4920605UK5342S,1416,05,si,no
4920606UK5342S,2915,06,si,no
4924501UK5342S,1071,01,si,no
4924502UK5342S,1131,02,si,no
4924503UK5342S,1109,03,si,no
4924504UK5342S,987,04,si,no
5018301UK5351N,1037,01,si,no
5018302UK5351N,1045,02,si,no
5018303UK5351N,1073,03,si,no
5018304UK5351N,1119,04,si,no
5018501UK5351N,1172,01,si,no
5018502UK5351N,1107,02,si,no
5018503UK5351N,1137,03,si,no
5018504UK5351N,1084,04,si,no
5018505UK5351N,1093,05,si,no
5018506UK5351N,1070,06,si,no
5018507UK5351N,1081,07,si,no
5018508UK5351N,997,08,si,no
5018509UK5351N,906,09,si,no
5018510UK5351N,1176,10,si,no
5018511UK5351N,1212,11,si,no
5018512UK5351N,1160,12,si,no
5018513UK5351N,1209,13,si,no
5018514UK5351N,1279,14,si,no
5018515UK5351N,1187,15,si,no
5018516UK5351N,1127,16,si,no
5018517UK5351N,1193,17,si,no
5018518UK5351N,1345,18,si,no
5018519UK5351N,1158,19,si,no
5018520UK5351N,1191,20,si,no
5018521UK5351N,1213,21,si,no
5020401UK5352S,2651,01,si,no
5020402UK5352S,1300,02,si,no
5020403UK5352S,1171,03,si,no
5020404UK5352S,1176,04,si,no
5020405UK5352S,1189,05,si,no
5020406UK5352S,1127,06,si,no
5020407UK5352S,1451,07,si,no
5020408UK5352S,760,08,si,no
5020409UK5352S,772,09,si,no
5020410UK5352S,2562,10,si,no
5020411UK5352S,1510,11,si,no
5020412UK5352S,1277,12,si,no
5022401UK5352S,1102,01,si,no
5022402UK5352S,3280,02,si,no
5022403UK5352S,1507,03,si,no
5022404UK5352S,1026,04,si,no
5022405UK5352S,1364,05,si,no
5022406UK5352S,1220,06,si,no
5025601UK5352N,1153,01,si,no
5025602UK5352N,1086,02,si,no
5025603UK5352N,995,03,si,no
5025604UK5352N,1342,04,si,no
5025605UK5352N,1250,05,si,no
5025606UK5352N,1433,06,si,no
5025607UK5352N,1150,07,si,no
5025608UK5352N,1097,08,si,no
5025609UK5352N,1110,09,si,no
5025610UK5352N,1179,10,si,no
5026901UK5352N,1024,01,si,no
5026902UK5352N,1105,02,si,no
5026903UK5352N,843,03,si,no
5123901UK5352S,1042,01,si,no
5123902UK5352S,44381,02,si,no
5123903UK5352S,1185,03,si,no
5123904UK5352S,944,04,si,no
5123905UK5352S,1265,05,si,no
5123906UK5352S,1360,06,si,no
5123907UK5352S,1303,07,si,no
5123908UK5352S,1066,08,si,no
5123909UK5352S,1111,09,si,no
5123910UK5352S,1077,10,si,no
5123911UK5352S,1143,11,si,no
5123912UK5352S,1027,12,si,no
5123913UK5352S,1131,13,si,no
5123914UK5352S,980,14,si,no
5123915UK5352S,805,15,si,no
5123916UK5352S,995,16,si,no
5123917UK5352S,2401,17,si,no
5123918UK5352S,1142,18,si,no
5123919UK5352S,1047,19,si,no
5123920UK5352S,1181,20,si,no
5123921UK5352S,1194,21,si,no
5123922UK5352S,1131,22,si,no
5123923UK5352S,1147,23,si,no
5123924UK5352S,1177,24,si,no
5123925UK5352S,1176,25,si,no
5123926UK5352S,1252,26,si,no
5123927UK5352S,1177,27,si,no
5123928UK5352S,1199,28,si,no
5123929UK5352S,1050,29,si,no
5123930UK5352S,1126,30,si,no
5123931UK5352S,1042,31,si,no
5123932UK5352S,1118,32,si,no
5123933UK5352S,1195,33,si,no
5123934UK5352S,1012,34,si,no
5123935UK5352S,1274,35,si,no
5123936UK5352S,1101,36,si,no
5123937UK5352S,1578,37,si,no
5123938UK5352S,1055,38,si,no
5123939UK5352S,1148,39,si,no
5123940UK5352S,1059,40,si,no
5123942UK5352S,1037,42,si,no
5123943UK5352S,1017,43,si,no
5123945UK5352S,1002,45,si,no
5123946UK5352S,1135,46,si,no
5123948UK5352S,893,48,si,no
5123949UK5352S,977,49,si,no
5123950UK5352S,1805,50,si,no
5123951UK5352S,855,51,si,no
5126901UK5352N,1039,01,si,no
5126902UK5352N,991,02,si,no
5126903UK5352N,993,03,si,no
5126904UK5352N,1014,04,si,no
5126905UK5352N,1003,05,si,no
5126906UK5352N,1032,06,si,no
5126907UK5352N,1028,07,si,no
5126908UK5352N,1148,08,si,no
5126909UK5352N,1082,09,si,no
5126910UK5352N,1058,10,si,no
5126911UK5352N,994,11,si,no
5126912UK5352N,968,12,si,no
5126913UK5352N,926,13,si,no
5126914UK5352N,694,14,si,no
5126915UK5352N,2399,15,si,no
5126916UK5352N,1037,16,si,no
5218301UK5351N,1156,01,si,no
5218302UK5351N,48486,02,si,no
5218303UK5351N,1181,03,si,no
5218304UK5351N,1191,04,si,no
5218305UK5351N,1157,05,si,no
5218306UK5351N,1170,06,si,no
5218307UK5351N,1303,07,si,no
5218308UK5351N,2153,08,si,no
5218309UK5351N,1487,09,si,no
5218310UK5351N,1222,10,si,no
5218311UK5351N,1177,11,si,no
5218312UK5351N,1188,12,si,no
5218313UK5351N,1239,13,si,no
5218314UK5351N,1271,14,si,no
5218315UK5351N,1284,15,si,no
5322401UK5352S,1194,01,si,no
5322402UK5352S,1081,02,si,no
5322403UK5352S,1393,03,si,no
5322404UK5352S,1394,04,si,no
5322405UK5352S,1070,05,si,no
5322406UK5352S,1139,06,si,no
5322407UK5352S,1027,07,si,no
5322408UK5352S,1012,08,si,no
5322409UK5352S,1018,09,si,no
5322410UK5352S,1031,10,si,no
5322411UK5352S,1013,11,si,no
5322412UK5352S,1160,12,si,no
5322413UK5352S,1124,13,si,no
5322414UK5352S,1166,14,si,no
5322415UK5352S,1009,15,si,no
5421501UK5352S,983,01,si,no
5421502UK5352S,1021,02,si,no
5421503UK5352S,993,03,si,no
5421504UK5352S,975,04,si,no
5421505UK5352S,1067,05,si,no
5421506UK5352S,926,06,si,no
5421507UK5352S,1082,07,si,no
5421508UK5352S,1073,08,si,no
5421509UK5352S,1105,09,si,no
5421510UK5352S,1136,10,si,no
5421511UK5352S,1048,11,si,no
5421512UK5352S,1085,12,si,no
5421513UK5352S,1007,13,si,no
5421514UK5352S,1089,14,si,no
5421515UK5352S,1027,15,si,no
5421516UK5352S,1041,16,si,no
5421517UK5352S,1077,17,si,no
5421518UK5352S,1150,18,si,no
5421519UK5352S,1075,19,si,no
5421520UK5352S,1203,20,si,no
5421521UK5352S,998,21,si,no
5421522UK5352S,997,22,si,no
5421523UK5352S,1042,23,si,no
5421524UK5352S,1095,24,si,no
5421525UK5352S,1193,25,si,no
5421526UK5352S,1266,26,si,no
5421527UK5352S,933,27,si,no
5421529UK5352S,840,29,si,no
5421532UK5352S,1030,32,si,no
5421533UK5352S,1043,33,si,no
5421534UK5352S,1044,34,si,no
5421535UK5352S,1038,35,si,no
5421536UK5352S,1040,36,si,no
5421537UK5352S,1029,37,si,no
5421538UK5352S,833,38,si,no
5421539UK5352S,8260,39,si,no
5421541UK5352S,1008,41,si,no
5421542UK5352S,1038,42,si,no
5421543UK5352S,1049,43,si,no
5421544UK5352S,1113,44,si,no
5421545UK5352S,1007,45,si,no
5421546UK5352S,1095,46,si,no
5421547UK5352S,1212,47,si,no
5421548UK5352S,1308,48,si,no
5421549UK5352S,1415,49,si,no
5421550UK5352S,1196,50,si,no
5421551UK5352S,13024,51,si,no
5421552UK5352S,3168,52,si,no
5421553UK5352S,1028,53,si,no
5421554UK5352S,1066,54,si,no
5421555UK5352S,1030,55,si,no
5421556UK5352S,1121,56,si,no
5421557UK5352S,1147,57,si,no
5421558UK5352S,1056,58,si,no
5421559UK5352S,1225,59,si,no
5421560UK5352S,1361,60,si,no
5421561UK5352S,1314,61,si,no
5421562UK5352S,1179,62,si,no
5421563UK5352S,1242,63,si,no
5421564UK5352S,977,64,si,no
5421565UK5352S,966,65,si,no
5421566UK5352S,1945,66,si,no
45155A00109001,53613,09001,si,no
45155A00109002,665,09002,si,no
45155A00109003,991,09003,si,no
45155A00209001,8739,09001,si,no
45155A00309001,4374,09001,si,no
45155A00309002,1399,09002,si,no
45155A00309003,3737,09003,si,no
45155A00309004,6075,09004,si,no
45155A00309005,2052,09005,si,no
45155A00309006,4067,09006,si,no
45155A00309007,1524,09007,si,no
45155A00309008,5439,09008,si,no
45155A00309009,710,09009,si,no
45155A00309010,703,09010,si,no
45155A00409001,7372,09001,si,no
45155A00409002,14901,09002,si,no
45155A00409003,2769,09003,si,no
45155A00409004,26759,09004,si,no
45155A00409005,2135,09005,si,no
45155A00509001,65030,09001,si,no
45155A00509002,44344,09002,si,no
45155A00509003,38695,09003,si,no
45155A00509004,78995,09004,si,no
45155A00509005,2936,09005,si,no
45155A00509006,28479,09006,si,no
45155A00609001,52113,09001,si,no
45155A00609002,506,09002,si,no
45155A00609003,2044,09003,si,no
45155A00609004,44157,09004,si,no
45155A00609006,15325,09006,si,no
45155A00609008,2410,09008,si,no
45155A00609012,647,09012,si,no
45155A00609013,3898,09013,si,no
45155A00609014,1122,09014,si,no
45155A00609015,2383,09015,si,no
45155A00609016,4551,09016,si,no
45155A00609018,236062,09018,si,no
45155A00609019,17398,09019,si,no
45155A00609020,6476,09020,si,no
45155A00609021,1479,09021,si,no
45155A00609023,2581,09023,si,no
45155A00609024,1337,09024,si,no
45155A00609025,1955,09025,si,no
45155A00609026,5998,09026,si,no
45155A00609028,28377,09028,si,no
45155A00709001,20036,09001,si,no
45155A00709002,9921,09002,si,no
45155A00709003,1353,09003,si,no
45155A00809001,17280,09001,si,no
45155A00809002,7016,09002,si,no
45155A00809003,89426,09003,si,no
45155A00809004,4458,09004,si,no
45155A00809005,43661,09005,si,no
