refcat,refcat_parcela,municipio,sigla_via,via,planta,puerta,escalera,clase_bien,uso,clave_uso,valor_catastral_eur,valor_suelo_eur,valor_construccion_eur,base_liquidable_eur,tipo_impositivo,cuota_ibi_eur,exento,bonificado,tasa_basura_eur,tasa_basura_registros,tiene_padron_tasas
4519808UK5341N0001DL,4519808UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA DUPLES 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,26319.65,26319.65,0.00,26319.65,0.42,110.54,N,,,0,0
4519809UK5341N0001XL,4519809UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA DUPLES 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,26319.65,26319.65,0.00,26319.65,0.42,110.54,N,,,0,0
2266305UK5326N0001OR,2266305UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9896.69,9896.69,0.00,9896.69,0.42,41.57,N,,,0,0
4357114UK5345N0001BK,4357114UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0349,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10769.27,10769.27,0.00,10769.27,0.42,45.23,N,,,0,0
3748814UK5334N0001LB,3748814UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0223,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11432.77,11432.77,0.00,11432.77,0.42,48.02,N,,,0,0
3748823UK5334N0001RB,3748823UK5334N,SAN ROMAN DE LOS MONTES,CL,SP ALMENDROS 0168,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8748.10,8748.10,0.00,8748.10,0.42,36.74,N,,,0,0
4218809UK5341N0001KL,4218809UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SB 0020,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11772.32,11772.32,0.00,11772.32,0.42,49.44,N,,,0,0
3722701UK5332S0001OJ,3722701UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0081,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11802.42,11802.42,0.00,11802.42,0.42,49.57,N,,,0,0
4248618UK5344N0001IQ,4248618UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0438,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10939.32,10939.32,0.00,10939.32,0.42,45.95,N,,50.00,1,1
5022405UK5352S0001MW,5022405UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SC 0040,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13879.89,13879.89,0.00,13879.89,0.42,58.30,N,,,0,0
4334907UK5343S0001MG,4334907UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0025,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14120.76,14120.76,0.00,14120.76,0.42,59.31,N,,,0,0
3547210UK5334N0001HB,3547210UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0145,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1761.41,1761.41,0.00,1761.41,0.42,7.40,N,,,0,0
3151313UK5335S0001GX,3151313UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0024,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13395.37,13395.37,0.00,13395.37,0.42,56.26,N,,,0,0
5018505UK5351N0001XM,5018505UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SG 0025,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12422.98,12422.98,0.00,12422.98,0.42,52.18,N,,,0,0
2568516UK5326N0001YR,2568516UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0017,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15785.76,15785.76,0.00,15785.76,0.42,66.30,N,,,0,0
3313511UK5331S0001BM,3313511UK5331S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0007,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15018.43,15018.43,0.00,15018.43,0.42,63.08,N,,,0,0
4056507UK5345N0001LK,4056507UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0326,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11750.57,11750.57,0.00,11750.57,0.42,49.35,N,,,0,0
4127211UK5342N0001MD,4127211UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0105,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9991.46,9991.46,0.00,9991.46,0.42,41.96,N,,,0,0
4056516UK5345N0001RK,4056516UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0527,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6668.41,6668.41,0.00,6668.41,0.42,28.01,N,,,0,0
2671104UK5327S0001HY,2671104UK5327S,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,36568.98,36568.98,0.00,36568.98,0.42,153.59,N,,,0,0
4558402UK5345N0001OK,4558402UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0495,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6989.00,6989.00,0.00,6989.00,0.42,29.35,N,,,0,0
2670106UK5327S0001YY,2670106UK5327S,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0012,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,5714.98,5714.98,0.00,5714.98,0.42,24.00,N,,,0,0
4722406UK5342S0001OZ,4722406UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SC 0031,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11842.57,11842.57,0.00,11842.57,0.42,49.74,N,,,0,0
3828602UK5332N0001DO,3828602UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0157,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1325.73,1325.73,0.00,1325.73,0.42,5.57,S,,,0,0
2368616UK5326N0001ER,2368616UK5326N,SAN ROMAN DE LOS MONTES,CL,LAGAR 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9065.92,9065.92,0.00,9065.92,0.42,38.08,N,,50.00,1,1
4243110UK5344S0001YO,4243110UK5344S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0252,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6626.13,6626.13,0.00,6626.13,0.42,27.83,N,,,0,0
4331411UK5343S0001BG,4331411UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0031,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12376.14,12376.14,0.00,12376.14,0.42,51.98,N,,,0,0
3834501UK5333S0001GA,3834501UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0312,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14276.88,14276.88,0.00,14276.88,0.42,59.96,N,,,0,0
3313510UK5331S0001AM,3313510UK5331S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0006,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12497.14,12497.14,0.00,12497.14,0.42,52.49,N,,,0,0
3750901UK5335S0001BX,3750901UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0177,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13222.53,13222.53,0.00,13222.53,0.42,55.53,N,,,0,0
4334919UK5343S0001SG,4334919UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0323,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11537.01,11537.01,0.00,11537.01,0.42,48.46,N,,,0,0
4218807UK5341N0001ML,4218807UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SB 0018,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11501.34,11501.34,0.00,11501.34,0.42,48.31,N,,,0,0
3106602UK5330N0001SZ,3106602UK5330N,SAN ROMAN DE LOS MONTES,UR,REGADIOS DE SAN ROMAN 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,47403.79,47403.79,0.00,47403.79,0.42,199.10,N,,,0,0
3828625UK5332N0001TO,3828625UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0159,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12504.95,12504.95,0.00,12504.95,0.42,52.52,N,,,0,0
3722725UK5332S0001PJ,3722725UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0079,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11579.97,11579.97,0.00,11579.97,0.42,48.64,N,,,0,0
2370408UK5327S0001FY,2370408UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0020,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,702.50,702.50,0.00,702.50,0.42,2.95,S,,,0,0
3547222UK5334N0001TB,3547222UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0092,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13200.23,13200.23,0.00,13200.23,0.42,55.44,N,,,0,0
4556403UK5345N0001IK,4556403UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0411,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11234.84,11234.84,0.00,11234.84,0.42,47.19,N,,,0,0
5123918UK5352S0001GW,5123918UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SH 0016,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12598.61,12598.61,0.00,12598.61,0.42,52.91,N,,,0,0
2370105UK5327S0001ZY,2370105UK5327S,SAN ROMAN DE LOS MONTES,CL,GRANADILLO 0010,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9261.07,9261.07,0.00,9261.07,0.42,38.90,N,,,0,0
3543801UK5334S0001ST,3543801UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0010,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12107.42,12107.42,0.00,12107.42,0.42,50.85,N,,,0,0
4452410UK5345S0001OE,4452410UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0428,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13610.05,13610.05,0.00,13610.05,0.42,57.16,N,,,0,0
5421520UK5352S0001WW,5421520UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0022,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14167.60,14167.60,0.00,14167.60,0.42,59.50,N,,,0,0
3016902UK5331N0001ZG,3016902UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13566.55,13566.55,0.00,13566.55,0.42,56.98,N,,,0,0
3118801UK5331N0001PG,3118801UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0263,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13800.73,13800.73,0.00,13800.73,0.42,57.96,N,,,0,0
4056502UK5345N0001BK,4056502UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0323,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,5692.67,5692.67,0.00,5692.67,0.42,23.91,N,,,0,0
4357108UK5345N0001HK,4357108UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0344,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12227.28,12227.28,0.00,12227.28,0.42,51.35,N,,,0,0
2372607UK5327S0001MY,2372607UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0019,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2391.91,2391.91,0.00,2391.91,0.42,10.05,N,,,0,0
4719735UK5341N0001JL,4719735UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SE 0015,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14090.65,14090.65,0.00,14090.65,0.42,59.18,N,,,0,0
3727814UK5332N0001DO,3727814UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0299,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14831.10,14831.10,0.00,14831.10,0.42,62.29,N,,,0,0
2470810UK5327S0001DY,2470810UK5327S,SAN ROMAN DE LOS MONTES,CL,JUAN CARLOS I 0002,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8040.00,8040.00,0.00,8040.00,0.42,33.77,N,,,0,0
5025603UK5352N0001TJ,5025603UK5352N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SI 0058,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9985.90,9985.90,0.00,9985.90,0.42,41.94,N,,,0,0
2670117UK5327S0001OY,2670117UK5327S,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0026,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6379.18,6379.18,0.00,6379.18,0.42,26.79,N,,,0,0
2568501UK5326N0001DR,2568501UK5326N,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0028,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6272.54,6272.54,0.00,6272.54,0.42,26.34,N,,,0,0
4149111UK5344N0001UQ,4149111UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0378,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9721.05,9721.05,0.00,9721.05,0.42,40.83,N,,,0,0
4452405UK5345S0001FE,4452405UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0423,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10947.68,10947.68,0.00,10947.68,0.42,45.98,N,,,0,0
3317529UK5331N0001FG,3317529UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0192,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13722.66,13722.66,0.00,13722.66,0.42,57.64,N,,50.00,1,1
5123914UK5352S0001WW,5123914UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0064,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9403.80,9403.80,0.00,9403.80,0.42,39.50,N,,,0,0
2266314UK5326N0001JR,2266314UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0030,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2062.95,2062.95,0.00,2062.95,0.42,8.66,N,,,0,0
3722724UK5332S0001QJ,3722724UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0078,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11392.61,11392.61,0.00,11392.61,0.42,47.85,N,,,0,0
2568522UK5326N0001PR,2568522UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0013,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,42862.46,42862.46,0.00,42862.46,0.42,180.02,N,,,0,0
3722711UK5332S0001EJ,3722711UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0054,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10057.81,10057.81,0.00,10057.81,0.42,42.24,N,,,0,0
4127212UK5342N0001OD,4127212UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0104,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9811.92,9811.92,0.00,9811.92,0.42,41.21,N,,50.00,1,1
2568507UK5326N0001ZR,2568507UK5326N,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0030,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,16358.80,16358.80,0.00,16358.80,0.42,68.71,N,,,0,0
3421110UK5332S0001SJ,3421110UK5332S,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0156,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13191.87,13191.87,0.00,13191.87,0.42,55.41,N,,,0,0
4056506UK5345N0001PK,4056506UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0325,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13913.92,13913.92,0.00,13913.92,0.42,58.44,N,,,0,0
4718702UK5341N0001EL,4718702UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,16564.00,16564.00,0.00,16564.00,0.42,69.57,N,,,0,0
4334927UK5343S0001AG,4334927UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0329,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14511.05,14511.05,0.00,14511.05,0.42,60.95,N,,,0,0
3932312UK5333S0001GA,3932312UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0259,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13492.38,13492.38,0.00,13492.38,0.42,56.67,N,,,0,0
3727807UK5332N0001MO,3727807UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0282,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12450.31,12450.31,0.00,12450.31,0.42,52.29,N,,,0,0
3748807UK5334N0001YB,3748807UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0216,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10440.30,10440.30,0.00,10440.30,0.42,43.85,N,,,0,0
4152622UK5345S0001UE,4152622UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10000.38,10000.38,0.00,10000.38,0.42,42.00,N,,,0,0
4334906UK5343S0001FG,4334906UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0026,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,18402.28,18402.28,0.00,18402.28,0.42,77.29,N,,,0,0
3252607UK5335S0001BX,3252607UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0131,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11095.44,11095.44,0.00,11095.44,0.42,46.60,N,,,0,0
3724902UK5332S0001DJ,3724902UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0312,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9484.10,9484.10,0.00,9484.10,0.42,39.83,N,,,0,0
3857324UK5335N0001GF,3857324UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0262,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8600.36,8600.36,0.00,8600.36,0.42,36.12,N,,,0,0
4916902UK5341N0001IL,4916902UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SI 0063,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11411.02,11411.02,0.00,11411.02,0.42,47.93,N,,,0,0
3527214UK5332N0001TO,3527214UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0313,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15611.69,15611.69,0.00,15611.69,0.42,65.57,N,,,0,0
3853806UK5335S0001XX,3853806UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0309,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8182.18,8182.18,0.00,8182.18,0.42,34.37,N,,,0,0
4152617UK5345S0001SE,4152617UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0010,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,4317.71,4317.71,0.00,4317.71,0.42,18.13,N,,,0,0
3106603UK5330N0001ZZ,3106603UK5330N,SAN ROMAN DE LOS MONTES,UR,REGADIOS DE SAN ROMAN 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,29619.84,29619.84,0.00,29619.84,0.42,124.40,N,,,0,0
3857306UK5335N0001XF,3857306UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0298,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9626.26,9626.26,0.00,9626.26,0.42,40.43,N,,,0,0
3816701UK5331N0001OG,3816701UK5331N,SAN ROMAN DE LOS MONTES,UR,SERRAN PLAYA II 0026,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,314293.72,314293.72,0.00,314293.72,0.42,1320.03,N,,,0,0
2568509UK5326N0001HR,2568509UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0021,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,23141.20,23141.20,0.00,23141.20,0.42,97.19,N,,,0,0
3748820UK5334N0001MB,3748820UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0165,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8508.36,8508.36,0.00,8508.36,0.42,35.74,N,,,0,0
2266307UK5326N0001RR,2266307UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,7408.56,7408.56,0.00,7408.56,0.42,31.12,N,,,0,0
5018514UK5351N0001UM,5018514UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SG 0037,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15455.55,15455.55,0.00,15455.55,0.42,64.91,N,,,0,0
2568529UK5326N0001RR,2568529UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0003,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,24553.29,24553.29,0.00,24553.29,0.42,103.12,N,,,0,0
3016903UK5331N0001UG,3016903UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,16474.22,16474.22,0.00,16474.22,0.42,69.19,N,,,0,0
3547205UK5334N0001ZB,3547205UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0141,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12503.27,12503.27,0.00,12503.27,0.42,52.51,N,,,0,0
4915901UK5341N0001JL,4915901UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SH 0043,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11180.19,11180.19,0.00,11180.19,0.42,46.96,N,,,0,0
4149112UK5344N0001HQ,4149112UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0380,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9252.69,9252.69,0.00,9252.69,0.42,38.86,N,,,0,0
4452414UK5345S0001XE,4452414UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0432,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8575.26,8575.26,0.00,8575.26,0.42,36.02,N,,,0,0
3547203UK5334N0001EB,3547203UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0139,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1110.41,1110.41,0.00,1110.41,0.42,4.66,S,,,0,0
3547220UK5334N0001PB,3547220UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0090,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12433.58,12433.58,0.00,12433.58,0.42,52.22,N,,,0,0
3853819UK5335S0001BX,3853819UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0248,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10872.41,10872.41,0.00,10872.41,0.42,45.66,N,,,0,0
5218310UK5351N0001HM,5218310UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SH 0006,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15607.77,15607.77,0.00,15607.77,0.42,65.55,N,,,0,0
3543802UK5334S0001ZT,3543802UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0070,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13796.81,13796.81,0.00,13796.81,0.42,57.95,N,,,0,0
3222440UK5332S0001RJ,3222440UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0235,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10151.48,10151.48,0.00,10151.48,0.42,42.64,N,,,0,0
3118808UK5331N0001RG,3118808UK5331N,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0217,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12629.85,12629.85,0.00,12629.85,0.42,53.05,N,,,0,0
3552309UK5335S0001WX,3552309UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0172,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11036.88,11036.88,0.00,11036.88,0.42,46.35,N,,,0,0
4248616UK5344N0001DQ,4248616UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0436,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,7404.38,7404.38,0.00,7404.38,0.42,31.10,N,,,0,0
4331404UK5343S0001UG,4331404UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0060,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11903.90,11903.90,0.00,11903.90,0.42,50.00,N,,,0,0
2956101UK5325N0001SP,2956101UK5325N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0038,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12174.31,12174.31,0.00,12174.31,0.42,51.13,N,,,0,0
3557426UK5335N0001GF,3557426UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0293,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11165.13,11165.13,0.00,11165.13,0.42,46.89,N,,,0,0
2168201UK5326N0001PR,2168201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0004,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,7479.37,7479.37,0.00,7479.37,0.42,31.41,N,,,0,0
