refcat,refcat_parcela,municipio,sigla_via,via,planta,puerta,escalera,clase_bien,uso,clave_uso,valor_catastral_eur,valor_suelo_eur,valor_construccion_eur,base_liquidable_eur,tipo_impositivo,cuota_ibi_eur,exento,bonificado,tasa_basura_eur,tasa_basura_registros,tiene_padron_tasas
3317525UK5331N0001QG,3317525UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0188,OD,OS,T,UR,Residencial,V,71662.15,18200.32,53461.83,71662.15,0.42,300.98,N,,50.00,1,1
2570201UK5327S0001LY,2570201UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0002,OD,OS,T,UR,Residencial,V,24211.87,9953.36,14258.51,24211.87,0.42,101.69,N,,,0,0
4357109UK5345N0001WK,4357109UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0345,OD,OS,T,UR,Residencial,V,53172.14,14805.72,38366.42,53172.14,0.42,223.32,N,,,0,0
4719726UK5341N0001OL,4719726UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SE 0006,OD,OS,T,UR,Residencial,V,69217.19,20274.89,48942.30,69217.19,0.42,290.71,N,,50.00,1,1
4428917UK5342N0001JD,4428917UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0084,OD,OS,T,UR,Residencial,V,119745.76,18539.65,101206.11,119745.76,0.42,502.93,N,,,0,0
3151302UK5335S0001SX,3151302UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0047,OD,OS,T,UR,Residencial,V,70824.42,15683.88,55140.54,70824.42,0.42,297.46,N,,50.00,1,1
4820944UK5342S0001GZ,4820944UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0012,OD,OS,T,UR,Residencial,V,17760.61,4882.53,12878.08,17760.61,0.42,74.59,N,,50.00,1,1
2470814UK5327S0001EY,2470814UK5327S,SAN ROMAN DE LOS MONTES,CL,TAHONA 0003,OD,OS,T,UR,Residencial,V,19234.91,3387.71,15847.20,19234.91,0.42,80.79,N,,50.00,1,1
2470815UK5327S0001SY,2470815UK5327S,SAN ROMAN DE LOS MONTES,CL,TAHONA 0005,OD,OS,T,UR,Residencial,V,32079.54,2606.34,29473.20,32079.54,0.42,134.73,N,,50.00,1,1
4624792UK5342S0005XW,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,05,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,50.00,1,1
4624792UK5342S0006ME,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,06,1,UR,Residencial,V,67946.45,11904.64,56041.81,67946.45,0.42,285.38,N,,50.00,1,1
4624792UK5342S0007QR,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,07,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,,0,0
4624792UK5342S0008WT,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,08,1,UR,Residencial,V,66249.68,11887.97,54361.71,66249.68,0.42,278.25,N,,100.00,2,1
4624792UK5342S0009EY,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,09,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,50.00,1,1
4624792UK5342S0010QR,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,10,1,UR,Residencial,V,67946.45,11904.64,56041.81,67946.45,0.42,285.38,N,,50.00,1,1
4624792UK5342S0011WT,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,11,1,UR,Residencial,V,66249.68,11887.97,54361.71,66249.68,0.42,278.25,N,,50.00,1,1
2271803UK5327S0002XU,2271803UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0001,00,02,1,UR,Residencial,V,56637.49,5265.84,51371.65,56637.49,0.42,237.88,N,,,0,0
2271803UK5327S0003MI,2271803UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0001,00,03,1,UR,Residencial,V,56637.49,5265.84,51371.65,56637.49,0.42,237.88,N,,50.00,1,1
2271803UK5327S0004QO,2271803UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0001,00,04,1,UR,Residencial,V,56637.49,5265.84,51371.65,56637.49,0.42,237.88,B,50%,50.00,1,1
2271803UK5327S0005WP,2271803UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0001,00,05,1,UR,Residencial,V,56637.49,5265.84,51371.65,56637.49,0.42,237.88,N,,50.00,1,1
4624792UK5342S0001KZ,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,01,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,50.00,1,1
4624792UK5342S0002LX,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,02,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,50.00,1,1
4558418UK5345N0001AK,4558418UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0480,OD,OS,T,UR,Residencial,V,57218.20,16224.82,40993.38,57218.20,0.42,240.32,N,,50.00,1,1
4722457UK5342S0001AZ,4722457UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SC 0020,OD,OS,T,UR,Residencial,V,53551.80,20457.55,33094.25,53551.80,0.42,224.92,N,,50.00,1,1
2269704UK5326N0001IR,2269704UK5326N,SAN ROMAN DE LOS MONTES,CL,JARDINES 0006,OD,OS,T,UR,Residencial,V,38479.53,6311.01,32168.52,38479.53,0.42,161.61,N,,50.00,1,1
2269810UK5326N0001HR,2269810UK5326N,SAN ROMAN DE LOS MONTES,AV,CASTILLA LA MANCHA 0018,OD,OS,T,UR,Residencial,V,34878.71,4636.64,30242.07,34878.71,0.42,146.49,N,,50.00,1,1
2469920UK5326N0001ZR,2469920UK5326N,SAN ROMAN DE LOS MONTES,CL,CAMINO 0001,OD,OS,T,UR,Residencial,V,49890.35,7317.96,42572.39,49890.35,0.42,209.54,N,,50.00,1,1
2469927UK5326N0001GR,2469927UK5326N,SAN ROMAN DE LOS MONTES,CL,CAMINO 0009,OD,OS,T,UR,Residencial,V,47691.31,7083.79,40607.52,47691.31,0.42,200.30,N,,50.00,1,1
2469931UK5326N0001QR,2469931UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS CEREALES 0002,OD,OS,T,UR,Residencial,V,49776.60,8371.75,41404.85,49776.60,0.42,209.06,N,,50.00,1,1
2473117UK5327S0001JY,2473117UK5327S,SAN ROMAN DE LOS MONTES,CL,ERA EMPEDRADA 0006,OD,OS,T,UR,Residencial,V,50687.01,5950.37,44736.64,50687.01,0.42,212.89,N,,50.00,1,1
3222422UK5332S0001AJ,3222422UK5332S,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0203,OD,OS,T,UR,Residencial,V,79453.88,21942.67,57511.21,79453.88,0.42,333.71,N,,50.00,1,1
3222415UK5332S0001ZJ,3222415UK5332S,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0196,OD,OS,T,UR,Residencial,V,61588.63,18426.54,43162.09,61588.63,0.42,258.67,N,,50.00,1,1
3527202UK5332N0001HO,3527202UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0325,OD,OS,T,UR,Residencial,V,181667.79,24588.41,157079.38,181667.79,0.42,763.00,N,,50.00,1,1
5018509UK5351N0001SM,5018509UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SG 0031,OD,OS,T,UR,Residencial,V,51057.01,14851.39,36205.62,51057.01,0.42,214.44,N,,50.00,1,1
5421537UK5352S0001DW,5421537UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0039,OD,OS,T,UR,Residencial,V,96644.62,16867.63,79776.99,96644.62,0.42,405.91,N,,50.00,1,1
2471524UK5327S0001DY,2471524UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0012,OD,OS,T,UR,Residencial,V,35802.05,5193.04,30609.01,35802.05,0.42,150.37,N,,50.00,1,1
4820945UK5342S0001QZ,4820945UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0011,OD,OS,T,UR,Residencial,V,24142.04,3582.86,20559.18,24142.04,0.42,101.40,N,,50.00,1,1
3853811UK5335S0001JX,3853811UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0337,OD,OS,T,UR,Residencial,V,123117.01,17141.62,105975.39,123117.01,0.42,517.09,N,,50.00,1,1
4820937UK5342S0001WZ,4820937UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0059,OD,OS,T,UR,Residencial,V,24780.00,9448.95,15331.05,24780.00,0.42,104.08,N,,50.00,1,1
4624704UK5342S0002XX,4624704UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,02,01,C,UR,Residencial,V,25144.13,2880.33,22263.80,25144.13,0.42,105.61,N,,50.00,1,1
3106601UK5330N0001EZ,3106601UK5330N,SAN ROMAN DE LOS MONTES,UR,REGADIOS DE SAN ROMAN 0007,OD,OS,T,UR,Residencial,V,90318.18,44739.67,45578.51,90318.18,0.42,379.34,N,,50.00,1,1
3818415UK5331N0001FG,3818415UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0018,OD,OS,T,UR,Residencial,V,82451.12,15008.76,67442.36,82451.12,0.42,346.29,N,,50.00,1,1
2470314UK5327S0001YY,2470314UK5327S,SAN ROMAN DE LOS MONTES,CL,JUAN CARLOS I 0010,OD,OS,T,UR,Residencial,V,17333.11,4043.40,13289.71,17333.11,0.42,72.80,N,,,0,0
4334912UK5343S0001KG,4334912UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0020,OD,OS,T,UR,Residencial,V,104477.31,14507.15,89970.16,104477.31,0.42,438.80,N,,50.00,1,1
4248623UK5344N0001EQ,4248623UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0382,OD,OS,T,UR,Residencial,V,48578.68,10878.60,37700.08,48578.68,0.42,204.03,N,,50.00,1,1
3632417UK5333S0001LA,3632417UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0196,OD,OS,T,UR,Residencial,V,146445.86,15736.57,130709.29,146445.86,0.42,615.07,N,,50.00,1,1
4722441UK5342S0001OZ,4722441UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SC 0009,OD,OS,T,UR,Residencial,V,69294.92,22579.18,46715.74,69294.92,0.42,291.04,N,,50.00,1,1
4722401UK5342S0001PZ,4722401UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SC 0026,OD,OS,T,UR,Residencial,V,81800.54,18251.61,63548.93,81800.54,0.42,343.56,N,,50.00,1,1
4626714UK5342N0001WD,4626714UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0101,OD,OS,T,UR,Residencial,V,63077.10,17020.09,46057.01,63077.10,0.42,264.92,N,,50.00,1,1
4357102UK5345N0001IK,4357102UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0351,OD,OS,T,UR,Residencial,V,45074.68,13218.01,31856.67,45074.68,0.42,189.31,N,,50.00,1,1
3151317UK5335S0001TX,3151317UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0026,OD,OS,T,UR,Residencial,V,72400.39,9891.54,62508.85,72400.39,0.42,304.08,N,,50.00,1,1
3151318UK5335S0001FX,3151318UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0026,OD,OS,T,UR,Residencial,V,42765.45,8781.57,33983.88,42765.45,0.42,179.61,N,,50.00,1,1
2471206UK5327S0002OU,2471206UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0001,00,B,1,UR,Residencial,V,39073.66,3957.03,35116.63,39073.66,0.42,164.11,N,,50.00,1,1
2471206UK5327S0003PI,2471206UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0001,01,A,1,UR,Residencial,V,29030.62,3006.67,26023.95,29030.62,0.42,121.93,N,,50.00,1,1
2471206UK5327S0004AO,2471206UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0001,01,B,1,UR,Residencial,V,34642.94,1721.08,32921.86,34642.94,0.42,145.50,N,,50.00,1,1
2471206UK5327S0005SP,2471206UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0001,01,C,1,UR,Residencial,V,32073.98,3228.17,28845.81,32073.98,0.42,134.71,N,,50.00,1,1
2471206UK5327S0006DA,2471206UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0001,00,A,1,UR,Residencial,V,29077.01,3053.06,26023.95,29077.01,0.42,122.12,N,,50.00,1,1
4624792UK5342S0012EY,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,12,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,50.00,1,1
4624792UK5342S0013RU,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,13,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,,0,0
2270114UK5327S0001FY,2270114UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0023,OD,OS,T,UR,Residencial,V,53889.35,6547.13,47342.22,53889.35,0.42,226.34,N,,50.00,1,1
2270115UK5327S0001MY,2270115UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0021,OD,OS,T,UR,Residencial,V,53867.88,6525.67,47342.21,53867.88,0.42,226.25,N,,50.00,1,1
2270116UK5327S0001OY,2270116UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0019,OD,OS,T,UR,Residencial,V,58523.15,6396.87,52126.28,58523.15,0.42,245.80,N,,50.00,1,1
4624792UK5342S0003BM,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,03,1,UR,Residencial,V,67946.45,11904.64,56041.81,67946.45,0.42,285.38,N,,,0,0
4624792UK5342S0004ZQ,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,04,1,UR,Residencial,V,67929.78,11887.97,56041.81,67929.78,0.42,285.31,N,,50.00,1,1
4624792UK5342S0014TI,4624792UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,00,14,1,UR,Residencial,V,67946.45,11904.64,56041.81,67946.45,0.42,285.38,N,,50.00,1,1
2270111UK5327S0001PY,2270111UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0029,OD,OS,T,UR,Residencial,V,53975.21,6633.00,47342.21,53975.21,0.42,226.70,N,,50.00,1,1
2270112UK5327S0001LY,2270112UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0027,OD,OS,T,UR,Residencial,V,53878.62,6536.39,47342.23,53878.62,0.42,226.29,N,,50.00,1,1
2270113UK5327S0001TY,2270113UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0025,OD,OS,T,UR,Residencial,V,53824.96,6482.73,47342.23,53824.96,0.42,226.06,N,,50.00,1,1
2270117UK5327S0001KY,2270117UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0017,OD,OS,T,UR,Residencial,V,53910.81,6568.60,47342.21,53910.81,0.42,226.43,N,,50.00,1,1
2368674UK5326N0001KR,2368674UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS CLAVELES 0030,OD,OS,T,UR,Residencial,V,44708.34,5667.02,39041.32,44708.34,0.42,187.78,N,,50.00,1,1
4224909UK5342S0002GX,4224909UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0117,00,02,,UR,Residencial,V,99464.73,37442.01,62022.72,99464.73,0.42,417.75,N,,50.00,1,1
2266327UK5326N0001GR,2266327UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0020,OD,OS,T,UR,Residencial,V,48253.73,3574.08,44679.65,48253.73,0.42,202.67,N,,50.00,1,1
2473105UK5327S0001TY,2473105UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0039,OD,OS,T,UR,Residencial,V,51930.98,5556.95,46374.03,51930.98,0.42,218.11,N,,50.00,1,1
2473113UK5327S0001RY,2473113UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0023,OD,OS,T,UR,Residencial,V,51980.16,5606.12,46374.04,51980.16,0.42,218.32,N,,50.00,1,1
2473115UK5327S0001XY,2473115UK5327S,SAN ROMAN DE LOS MONTES,CL,ERA EMPEDRADA 0002,OD,OS,T,UR,Residencial,V,52640.26,5753.67,46886.59,52640.26,0.42,221.09,N,,50.00,1,1
3828604UK5332N0001IO,3828604UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0179,OD,OS,T,UR,Residencial,V,96108.74,23973.69,72135.05,96108.74,0.42,403.66,N,,50.00,1,1
3744703UK5334S0001GT,3744703UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0083,OD,OS,T,UR,Residencial,V,57474.25,16302.10,41172.15,57474.25,0.42,241.39,N,,,0,0
3313514UK5331S0001QM,3313514UK5331S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0010,OD,OS,T,UR,Residencial,V,34493.42,11094.26,23399.16,34493.42,0.42,144.87,N,,50.00,1,1
4624728UK5342S0001XZ,4624728UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR ALBORAN 0131,OD,OS,T,UR,Residencial,V,27390.46,6603.72,20786.74,27390.46,0.42,115.04,N,,50.00,1,1
